Student_ID,Name,Gender,Department,Year,Section,Email,Course_Code,Course_Name,Internal1,Internal2,Final,Total,Total_Classes,Attended_Classes,Attendance_Percentage,Activity_Type,Event_Name,Level,Points
S1018,Student_1018,F,CSE,2,C,student_1018@college.edu,EE202,Circuit Theory,23,18,48,89,18,15,83.33,Volunteer,Tech Event 9,College,8
S1019,Student_1019,F,CSE,2,C,student_1019@college.edu,EE202,Circuit Theory,17,14,45,76,20,14,70.0,Sports,Dev Event 2,State,28
S1020,Student_1020,F,ECE,2,B,student_1020@college.edu,ME303,Structural Analysis,10,15,38,63,23,20,86.96,Hackathon,Social Event 1,State,28
S1021,Student_1021,F,ECE,2,B,student_1021@college.edu,ME303,Digital Electronics,22,15,34,71,23,22,95.65,Volunteer,Arts Event 4,College,25
S1022,Student_1022,M,EEE,1,B,student_1022@college.edu,CS101,Structural Analysis,25,23,46,94,25,25,100.0,Sports,Social Event 3,National,5
S1023,Student_1023,F,ECE,3,A,student_1023@college.edu,CE505,Intro to Programming,25,17,42,84,24,17,70.83,Hackathon,Social Event 1,State,15
S1024,Student_1024,M,CIVIL,1,A,student_1024@college.edu,CS101,Thermodynamics,11,23,47,81,25,22,88.0,Cultural,Tech Event 3,College,5
S1025,Student_1025,F,CIVIL,2,A,student_1025@college.edu,EE202,Circuit Theory,11,10,37,58,23,16,69.57,Cultural,Arts Event 7,State,16
S1026,Student_1026,F,ME,4,B,student_1026@college.edu,CE505,Digital Electronics,17,25,47,89,23,21,91.3,Hackathon,Tech Event 8,State,22
S1027,Student_1027,M,CSE,2,C,student_1027@college.edu,EC404,Thermodynamics,21,13,43,77,25,18,72.0,Sports,Sports Event 1,National,14
S1028,Student_1028,F,ME,3,C,student_1028@college.edu,EE202,Thermodynamics,12,12,50,74,22,16,72.73,Sports,Tech Event 10,National,21
S1029,Student_1029,F,CSE,3,A,student_1029@college.edu,EC404,Intro to Programming,21,18,38,77,23,16,69.57,Cultural,Tech Event 6,State,21
S1030,Student_1030,F,ME,2,A,student_1030@college.edu,ME303,Digital Electronics,11,22,42,75,18,15,83.33,Hackathon,Tech Event 4,College,25
S1031,Student_1031,F,CSE,1,A,student_1031@college.edu,EC404,Thermodynamics,15,14,41,70,25,20,80.0,Hackathon,Tech Event 2,National,19
S1032,Student_1032,F,ME,1,A,student_1032@college.edu,EC404,Circuit Theory,22,17,45,84,25,18,72.0,Sports,Tech Event 3,National,21
S1033,Student_1033,M,ECE,4,C,student_1033@college.edu,EE202,Intro to Programming,23,25,50,98,19,18,94.74,Sports,Dev Event 1,State,26
S1034,Student_1034,M,EEE,4,A,student_1034@college.edu,CE505,Structural Analysis,10,22,36,68,23,17,73.91,Workshop,Dev Event 6,State,25
S1035,Student_1035,M,EEE,3,B,student_1035@college.edu,CE505,Intro to Programming,22,19,45,86,21,19,90.48,Cultural,Social Event 6,National,22
S1036,Student_1036,M,ECE,2,B,student_1036@college.edu,CE505,Thermodynamics,12,22,31,65,23,21,91.3,Cultural,Tech Event 8,National,22
S1037,Student_1037,M,ME,4,A,student_1037@college.edu,EC404,Circuit Theory,22,15,31,68,22,22,100.0,Cultural,Dev Event 5,National,29
S1038,Student_1038,F,CSE,3,A,student_1038@college.edu,ME303,Intro to Programming,15,19,36,70,18,16,88.89,Cultural,Arts Event 7,National,12
S1039,Student_1039,F,EEE,3,B,student_1039@college.edu,EE202,Circuit Theory,17,18,32,67,21,21,100.0,Workshop,Social Event 7,State,25
S1040,Student_1040,M,CSE,4,C,student_1040@college.edu,ME303,Circuit Theory,11,23,37,71,20,20,100.0,Workshop,Tech Event 2,College,25
S1041,Student_1041,M,CSE,1,B,student_1041@college.edu,EE202,Intro to Programming,14,25,43,82,25,24,96.0,Volunteer,Tech Event 10,National,19
S1042,Student_1042,F,ME,4,C,student_1042@college.edu,EE202,Structural Analysis,16,12,44,72,20,15,75.0,Workshop,Sports Event 4,National,22
S1043,Student_1043,M,CIVIL,2,B,student_1043@college.edu,ME303,Intro to Programming,21,20,42,83,18,18,100.0,Volunteer,Sports Event 6,College,18
S1044,Student_1044,F,ECE,3,C,student_1044@college.edu,ME303,Intro to Programming,11,22,31,64,21,17,80.95,Cultural,Dev Event 10,State,20
S1045,Student_1045,M,CSE,3,A,student_1045@college.edu,CE505,Thermodynamics,15,20,35,70,23,21,91.3,Workshop,Arts Event 1,College,12
S1046,Student_1046,F,ME,3,A,student_1046@college.edu,CS101,Intro to Programming,18,13,47,78,22,17,77.27,Volunteer,Social Event 3,College,14
S1047,Student_1047,M,CIVIL,1,C,student_1047@college.edu,EC404,Thermodynamics,19,18,37,74,24,21,87.5,Volunteer,Social Event 4,State,17
S1048,Student_1048,M,CSE,2,C,student_1048@college.edu,ME303,Circuit Theory,18,16,36,70,20,16,80.0,Workshop,Social Event 2,State,23
S1049,Student_1049,M,CIVIL,3,C,student_1049@college.edu,CE505,Thermodynamics,24,15,50,89,22,15,68.18,Workshop,Social Event 2,College,20
S1050,Student_1050,M,EEE,4,A,student_1050@college.edu,CE505,Intro to Programming,11,11,44,66,19,17,89.47,Volunteer,Social Event 8,State,28
S1051,Student_1051,M,ME,4,B,student_1051@college.edu,EE202,Intro to Programming,15,25,42,82,24,24,100.0,Workshop,Dev Event 4,State,16
S1052,Student_1052,M,CSE,1,A,student_1052@college.edu,CE505,Circuit Theory,23,25,39,87,20,15,75.0,Workshop,Arts Event 9,State,7
S1053,Student_1053,F,CSE,4,A,student_1053@college.edu,EE202,Circuit Theory,24,20,42,86,20,20,100.0,Volunteer,Arts Event 8,State,28
S1054,Student_1054,F,CSE,3,B,student_1054@college.edu,CS101,Circuit Theory,20,24,31,75,22,17,77.27,Cultural,Arts Event 4,National,27
S1055,Student_1055,M,EEE,1,C,student_1055@college.edu,CE505,Intro to Programming,18,24,35,77,21,17,80.95,Cultural,Dev Event 1,College,19
S1056,Student_1056,F,CIVIL,1,B,student_1056@college.edu,EC404,Digital Electronics,24,15,30,69,25,17,68.0,Sports,Social Event 7,College,16
S1057,Student_1057,M,CIVIL,1,B,student_1057@college.edu,CE505,Structural Analysis,16,25,32,73,25,24,96.0,Hackathon,Tech Event 2,National,28
S1058,Student_1058,F,CIVIL,3,B,student_1058@college.edu,EC404,Thermodynamics,14,15,48,77,22,15,68.18,Workshop,Sports Event 10,National,29
S1059,Student_1059,F,CIVIL,3,B,student_1059@college.edu,EC404,Digital Electronics,25,10,46,81,23,21,91.3,Sports,Social Event 9,National,11
S1060,Student_1060,M,CIVIL,4,C,student_1060@college.edu,EE202,Intro to Programming,18,24,49,91,23,23,100.0,Workshop,Tech Event 1,State,17
S1061,Student_1061,F,CSE,3,B,student_1061@college.edu,ME303,Intro to Programming,19,20,32,71,24,16,66.67,Sports,Dev Event 9,State,23
S1062,Student_1062,M,CIVIL,2,A,student_1062@college.edu,CE505,Structural Analysis,14,17,31,62,23,16,69.57,Workshop,Social Event 6,State,19
S1063,Student_1063,M,EEE,2,A,student_1063@college.edu,EE202,Thermodynamics,17,19,32,68,21,20,95.24,Cultural,Dev Event 8,National,17
S1064,Student_1064,F,CSE,1,A,student_1064@college.edu,CS101,Circuit Theory,13,11,44,68,18,15,83.33,Cultural,Arts Event 7,National,6
S1065,Student_1065,F,ECE,3,A,student_1065@college.edu,CE505,Intro to Programming,11,20,38,69,22,17,77.27,Hackathon,Arts Event 2,National,30
S1066,Student_1066,F,ECE,1,A,student_1066@college.edu,EC404,Digital Electronics,13,23,41,77,19,16,84.21,Workshop,Social Event 7,National,12
S1067,Student_1067,M,EEE,2,B,student_1067@college.edu,ME303,Thermodynamics,18,10,36,64,24,20,83.33,Volunteer,Tech Event 4,National,25
S1068,Student_1068,F,ME,4,A,student_1068@college.edu,CS101,Digital Electronics,14,10,38,62,18,16,88.89,Volunteer,Social Event 2,College,28
S1069,Student_1069,F,ME,2,A,student_1069@college.edu,CE505,Circuit Theory,12,24,47,83,22,20,90.91,Cultural,Tech Event 9,National,29
S1070,Student_1070,F,CIVIL,2,C,student_1070@college.edu,EC404,Intro to Programming,18,15,38,71,20,17,85.0,Sports,Tech Event 10,State,14
S1071,Student_1071,M,EEE,1,B,student_1071@college.edu,CE505,Thermodynamics,16,22,39,77,24,18,75.0,Sports,Sports Event 4,National,26
S1072,Student_1072,M,CIVIL,1,C,student_1072@college.edu,CE505,Structural Analysis,13,25,36,74,24,19,79.17,Sports,Arts Event 6,College,5
S1073,Student_1073,M,ECE,1,B,student_1073@college.edu,EC404,Circuit Theory,19,23,38,80,22,19,86.36,Sports,Tech Event 2,College,16
S1074,Student_1074,M,CIVIL,2,B,student_1074@college.edu,CS101,Intro to Programming,11,23,37,71,18,12,66.67,Cultural,Dev Event 5,State,24
S1075,Student_1075,F,ME,1,B,student_1075@college.edu,CE505,Thermodynamics,19,24,33,76,23,19,82.61,Cultural,Sports Event 6,College,17
S1076,Student_1076,M,EEE,3,B,student_1076@college.edu,EC404,Thermodynamics,25,23,47,95,25,20,80.0,Hackathon,Sports Event 2,National,6
S1077,Student_1077,M,ECE,4,C,student_1077@college.edu,EE202,Structural Analysis,16,20,30,66,21,17,80.95,Sports,Dev Event 9,College,28
S1078,Student_1078,M,ME,1,B,student_1078@college.edu,CE505,Intro to Programming,17,24,36,77,21,17,80.95,Hackathon,Sports Event 4,National,11
S1079,Student_1079,M,ME,3,C,student_1079@college.edu,ME303,Thermodynamics,15,18,31,64,20,17,85.0,Sports,Tech Event 3,National,9
S1080,Student_1080,F,ME,4,C,student_1080@college.edu,EC404,Digital Electronics,25,23,48,96,19,13,68.42,Hackathon,Arts Event 10,College,15
S1081,Student_1081,F,ECE,3,B,student_1081@college.edu,CE505,Circuit Theory,11,10,43,64,18,13,72.22,Cultural,Dev Event 10,National,13
S1082,Student_1082,M,ECE,4,C,student_1082@college.edu,CE505,Digital Electronics,17,15,40,72,18,14,77.78,Workshop,Dev Event 1,State,8
S1083,Student_1083,M,CSE,4,B,student_1083@college.edu,ME303,Circuit Theory,20,16,43,79,20,19,95.0,Sports,Dev Event 8,National,10
S1084,Student_1084,M,CIVIL,2,B,student_1084@college.edu,EE202,Digital Electronics,15,14,48,77,21,16,76.19,Hackathon,Tech Event 2,National,30
S1085,Student_1085,F,ECE,2,C,student_1085@college.edu,EE202,Structural Analysis,17,22,34,73,20,15,75.0,Workshop,Sports Event 5,College,13
S1086,Student_1086,F,ECE,4,C,student_1086@college.edu,ME303,Structural Analysis,11,24,33,68,19,15,78.95,Cultural,Sports Event 2,State,13
S1087,Student_1087,M,ME,1,C,student_1087@college.edu,CS101,Intro to Programming,23,14,31,68,25,19,76.0,Hackathon,Dev Event 9,College,9
S1088,Student_1088,M,ECE,1,C,student_1088@college.edu,EE202,Thermodynamics,11,18,43,72,24,17,70.83,Cultural,Tech Event 8,National,10
S1089,Student_1089,F,CSE,3,C,student_1089@college.edu,ME303,Structural Analysis,23,17,48,88,23,18,78.26,Sports,Social Event 8,National,23
S1090,Student_1090,M,CSE,4,A,student_1090@college.edu,CS101,Thermodynamics,11,10,45,66,24,22,91.67,Cultural,Sports Event 1,National,8
S1091,Student_1091,M,EEE,2,C,student_1091@college.edu,EC404,Structural Analysis,11,25,42,78,21,14,66.67,Sports,Social Event 2,National,19
S1092,Student_1092,M,CIVIL,3,A,student_1092@college.edu,EC404,Intro to Programming,24,23,35,82,24,16,66.67,Cultural,Social Event 5,State,12
S1093,Student_1093,M,CSE,3,B,student_1093@college.edu,EC404,Digital Electronics,23,24,40,87,23,22,95.65,Hackathon,Social Event 3,College,20
S1094,Student_1094,M,EEE,4,C,student_1094@college.edu,EC404,Structural Analysis,22,15,30,67,19,14,73.68,Cultural,Tech Event 1,College,11
S1095,Student_1095,F,EEE,4,B,student_1095@college.edu,CE505,Digital Electronics,12,23,41,76,20,15,75.0,Volunteer,Tech Event 7,College,11
S1096,Student_1096,M,CIVIL,4,B,student_1096@college.edu,CS101,Structural Analysis,19,14,47,80,19,19,100.0,Cultural,Social Event 10,State,28
S1097,Student_1097,M,ECE,4,B,student_1097@college.edu,EC404,Digital Electronics,14,13,48,75,20,16,80.0,Hackathon,Tech Event 6,State,20
S1098,Student_1098,M,CSE,2,C,student_1098@college.edu,EC404,Digital Electronics,17,17,33,67,25,21,84.0,Workshop,Sports Event 9,National,19
S1099,Student_1099,F,EEE,1,C,student_1099@college.edu,CS101,Circuit Theory,20,16,40,76,20,15,75.0,Workshop,Dev Event 5,College,24
S1100,Student_1100,M,CIVIL,4,B,student_1100@college.edu,ME303,Digital Electronics,11,21,36,68,21,20,95.24,Hackathon,Tech Event 4,College,9
S1101,Student_1101,F,CIVIL,3,C,student_1101@college.edu,EC404,Structural Analysis,21,19,38,78,22,22,100.0,Hackathon,Dev Event 4,National,16
S1102,Student_1102,F,CIVIL,3,B,student_1102@college.edu,CE505,Intro to Programming,15,14,50,79,20,18,90.0,Sports,Arts Event 8,College,5
S1103,Student_1103,M,EEE,4,B,student_1103@college.edu,CE505,Digital Electronics,14,15,45,74,18,18,100.0,Volunteer,Dev Event 8,National,28
S1104,Student_1104,M,CSE,3,C,student_1104@college.edu,EE202,Thermodynamics,13,23,33,69,22,22,100.0,Sports,Dev Event 9,National,17
S1105,Student_1105,F,CSE,2,B,student_1105@college.edu,EC404,Structural Analysis,14,15,36,65,19,18,94.74,Sports,Sports Event 2,State,22
S1106,Student_1106,M,CSE,4,C,student_1106@college.edu,CE505,Thermodynamics,12,22,36,70,25,20,80.0,Cultural,Tech Event 3,National,27
S1107,Student_1107,M,CSE,1,B,student_1107@college.edu,CE505,Intro to Programming,12,15,46,73,23,17,73.91,Hackathon,Social Event 8,National,7
S1108,Student_1108,M,EEE,2,C,student_1108@college.edu,EE202,Thermodynamics,24,18,43,85,22,15,68.18,Sports,Sports Event 1,College,18
S1109,Student_1109,F,ME,3,B,student_1109@college.edu,CE505,Intro to Programming,16,25,35,76,18,13,72.22,Workshop,Sports Event 8,State,13
S1110,Student_1110,F,ECE,2,C,student_1110@college.edu,CS101,Thermodynamics,18,17,30,65,24,23,95.83,Sports,Sports Event 2,National,21
S1111,Student_1111,M,CIVIL,2,C,student_1111@college.edu,EC404,Digital Electronics,24,11,50,85,25,18,72.0,Cultural,Dev Event 8,College,29
S1112,Student_1112,M,CSE,4,B,student_1112@college.edu,CS101,Thermodynamics,23,14,48,85,20,16,80.0,Volunteer,Dev Event 3,College,24
S1113,Student_1113,M,CIVIL,3,B,student_1113@college.edu,EC404,Structural Analysis,17,19,34,70,21,20,95.24,Workshop,Arts Event 3,National,17
S1114,Student_1114,F,ECE,1,A,student_1114@college.edu,CE505,Thermodynamics,16,15,47,78,22,22,100.0,Volunteer,Social Event 5,College,16
S1115,Student_1115,F,CIVIL,2,B,student_1115@college.edu,EC404,Intro to Programming,24,16,43,83,22,22,100.0,Volunteer,Social Event 2,College,21
S1116,Student_1116,M,EEE,2,A,student_1116@college.edu,CS101,Thermodynamics,23,16,42,81,23,16,69.57,Workshop,Dev Event 2,State,18
S1117,Student_1117,M,ME,4,C,student_1117@college.edu,CS101,Intro to Programming,21,19,50,90,21,15,71.43,Hackathon,Social Event 9,National,24
S1118,Student_1118,F,CSE,2,C,student_1118@college.edu,EE202,Circuit Theory,23,18,48,89,18,15,83.33,Volunteer,Tech Event 9,College,8
S1119,Student_1119,F,CSE,2,C,student_1119@college.edu,EE202,Circuit Theory,17,14,45,76,20,14,70.0,Sports,Dev Event 2,State,28
S1120,Student_1120,F,ECE,2,B,student_1120@college.edu,ME303,Structural Analysis,10,15,38,63,23,20,86.96,Hackathon,Social Event 1,State,28
S1121,Student_1121,F,ECE,2,B,student_1121@college.edu,ME303,Digital Electronics,22,15,34,71,23,22,95.65,Volunteer,Arts Event 4,College,25
S1122,Student_1122,M,EEE,1,B,student_1122@college.edu,CS101,Structural Analysis,25,23,46,94,25,25,100.0,Sports,Social Event 3,National,5
S1123,Student_1123,F,ECE,3,A,student_1123@college.edu,CE505,Intro to Programming,25,17,42,84,24,17,70.83,Hackathon,Social Event 1,State,15
S1124,Student_1124,M,CIVIL,1,A,student_1124@college.edu,CS101,Thermodynamics,11,23,47,81,25,22,88.0,Cultural,Tech Event 3,College,5
S1125,Student_1125,F,CIVIL,2,A,student_1125@college.edu,EE202,Circuit Theory,11,10,37,58,23,16,69.57,Cultural,Arts Event 7,State,16
S1126,Student_1126,F,ME,4,B,student_1126@college.edu,CE505,Digital Electronics,17,25,47,89,23,21,91.3,Hackathon,Tech Event 8,State,22
S1127,Student_1127,M,CSE,2,C,student_1127@college.edu,EC404,Thermodynamics,21,13,43,77,25,18,72.0,Sports,Sports Event 1,National,14
S1128,Student_1128,F,ME,3,C,student_1128@college.edu,EE202,Thermodynamics,12,12,50,74,22,16,72.73,Sports,Tech Event 10,National,21
S1129,Student_1129,F,CSE,3,A,student_1129@college.edu,EC404,Intro to Programming,21,18,38,77,23,16,69.57,Cultural,Tech Event 6,State,21
S1130,Student_1130,F,ME,2,A,student_1130@college.edu,ME303,Digital Electronics,11,22,42,75,18,15,83.33,Hackathon,Tech Event 4,College,25
S1131,Student_1131,F,CSE,1,A,student_1131@college.edu,EC404,Thermodynamics,15,14,41,70,25,20,80.0,Hackathon,Tech Event 2,National,19
S1132,Student_1132,F,ME,1,A,student_1132@college.edu,EC404,Circuit Theory,22,17,45,84,25,18,72.0,Sports,Tech Event 3,National,21
S1133,Student_1133,M,ECE,4,C,student_1133@college.edu,EE202,Intro to Programming,23,25,50,98,19,18,94.74,Sports,Dev Event 1,State,26
S1134,Student_1134,M,EEE,4,A,student_1134@college.edu,CE505,Structural Analysis,10,22,36,68,23,17,73.91,Workshop,Dev Event 6,State,25
S1135,Student_1135,M,EEE,3,B,student_1135@college.edu,CE505,Intro to Programming,22,19,45,86,21,19,90.48,Cultural,Social Event 6,National,22
S1136,Student_1136,M,ECE,2,B,student_1136@college.edu,CE505,Thermodynamics,12,22,31,65,23,21,91.3,Cultural,Tech Event 8,National,22
S1137,Student_1137,M,ME,4,A,student_1137@college.edu,EC404,Circuit Theory,22,15,31,68,22,22,100.0,Cultural,Dev Event 5,National,29
S1138,Student_1138,F,CSE,3,A,student_1138@college.edu,ME303,Intro to Programming,15,19,36,70,18,16,88.89,Cultural,Arts Event 7,National,12
S1139,Student_1139,F,EEE,3,B,student_1139@college.edu,EE202,Circuit Theory,17,18,32,67,21,21,100.0,Workshop,Social Event 7,State,25
S1140,Student_1140,M,CSE,4,C,student_1140@college.edu,ME303,Circuit Theory,11,23,37,71,20,20,100.0,Workshop,Tech Event 2,College,25
S1141,Student_1141,M,CSE,1,B,student_1141@college.edu,EE202,Intro to Programming,14,25,43,82,25,24,96.0,Volunteer,Tech Event 10,National,19
S1142,Student_1142,F,ME,4,C,student_1142@college.edu,EE202,Structural Analysis,16,12,44,72,20,15,75.0,Workshop,Sports Event 4,National,22
S1143,Student_1143,M,CIVIL,2,B,student_1143@college.edu,ME303,Intro to Programming,21,20,42,83,18,18,100.0,Volunteer,Sports Event 6,College,18
S1144,Student_1144,F,ECE,3,C,student_1144@college.edu,ME303,Intro to Programming,11,22,31,64,21,17,80.95,Cultural,Dev Event 10,State,20
S1145,Student_1145,M,CSE,3,A,student_1145@college.edu,CE505,Thermodynamics,15,20,35,70,23,21,91.3,Workshop,Arts Event 1,College,12
S1146,Student_1146,F,ME,3,A,student_1146@college.edu,CS101,Intro to Programming,18,13,47,78,22,17,77.27,Volunteer,Social Event 3,College,14
S1147,Student_1147,M,CIVIL,1,C,student_1147@college.edu,EC404,Thermodynamics,19,18,37,74,24,21,87.5,Volunteer,Social Event 4,State,17
S1148,Student_1148,M,CSE,2,C,student_1148@college.edu,ME303,Circuit Theory,18,16,36,70,20,16,80.0,Workshop,Social Event 2,State,23
S1149,Student_1149,M,CIVIL,3,C,student_1149@college.edu,CE505,Thermodynamics,24,15,50,89,22,15,68.18,Workshop,Social Event 2,College,20
S1150,Student_1150,M,EEE,4,A,student_1150@college.edu,CE505,Intro to Programming,11,11,44,66,19,17,89.47,Volunteer,Social Event 8,State,28
S1151,Student_1151,M,ME,4,B,student_1151@college.edu,EE202,Intro to Programming,15,25,42,82,24,24,100.0,Workshop,Dev Event 4,State,16
S1152,Student_1152,M,CSE,1,A,student_1152@college.edu,CE505,Circuit Theory,23,25,39,87,20,15,75.0,Workshop,Arts Event 9,State,7
S1153,Student_1153,F,CSE,4,A,student_1153@college.edu,EE202,Circuit Theory,24,20,42,86,20,20,100.0,Volunteer,Arts Event 8,State,28
S1154,Student_1154,F,CSE,3,B,student_1154@college.edu,CS101,Circuit Theory,20,24,31,75,22,17,77.27,Cultural,Arts Event 4,National,27
S1155,Student_1155,M,EEE,1,C,student_1155@college.edu,CE505,Intro to Programming,18,24,35,77,21,17,80.95,Cultural,Dev Event 1,College,19
S1156,Student_1156,F,CIVIL,1,B,student_1156@college.edu,EC404,Digital Electronics,24,15,30,69,25,17,68.0,Sports,Social Event 7,College,16
S1157,Student_1157,M,CIVIL,1,B,student_1157@college.edu,CE505,Structural Analysis,16,25,32,73,25,24,96.0,Hackathon,Tech Event 2,National,28
S1158,Student_1158,F,CIVIL,3,B,student_1158@college.edu,EC404,Thermodynamics,14,15,48,77,22,15,68.18,Workshop,Sports Event 10,National,29
S1159,Student_1159,F,CIVIL,3,B,student_1159@college.edu,EC404,Digital Electronics,25,10,46,81,23,21,91.3,Sports,Social Event 9,National,11
S1160,Student_1160,M,CIVIL,4,C,student_1160@college.edu,EE202,Intro to Programming,18,24,49,91,23,23,100.0,Workshop,Tech Event 1,State,17
S1161,Student_1161,F,CSE,3,B,student_1161@college.edu,ME303,Intro to Programming,19,20,32,71,24,16,66.67,Sports,Dev Event 9,State,23
S1162,Student_1162,M,CIVIL,2,A,student_1162@college.edu,CE505,Structural Analysis,14,17,31,62,23,16,69.57,Workshop,Social Event 6,State,19
S1163,Student_1163,M,EEE,2,A,student_1163@college.edu,EE202,Thermodynamics,17,19,32,68,21,20,95.24,Cultural,Dev Event 8,National,17
S1164,Student_1164,F,CSE,1,A,student_1164@college.edu,CS101,Circuit Theory,13,11,44,68,18,15,83.33,Cultural,Arts Event 7,National,6
S1165,Student_1165,F,ECE,3,A,student_1165@college.edu,CE505,Intro to Programming,11,20,38,69,22,17,77.27,Hackathon,Arts Event 2,National,30
S1166,Student_1166,F,ECE,1,A,student_1166@college.edu,EC404,Digital Electronics,13,23,41,77,19,16,84.21,Workshop,Social Event 7,National,12
S1167,Student_1167,M,EEE,2,B,student_1167@college.edu,ME303,Thermodynamics,18,10,36,64,24,20,83.33,Volunteer,Tech Event 4,National,25
S1168,Student_1168,F,ME,4,A,student_1168@college.edu,CS101,Digital Electronics,14,10,38,62,18,16,88.89,Volunteer,Social Event 2,College,28
S1169,Student_1169,F,ME,2,A,student_1169@college.edu,CE505,Circuit Theory,12,24,47,83,22,20,90.91,Cultural,Tech Event 9,National,29
S1170,Student_1170,F,CIVIL,2,C,student_1170@college.edu,EC404,Intro to Programming,18,15,38,71,20,17,85.0,Sports,Tech Event 10,State,14
S1171,Student_1171,M,EEE,1,B,student_1171@college.edu,CE505,Thermodynamics,16,22,39,77,24,18,75.0,Sports,Sports Event 4,National,26
S1172,Student_1172,M,CIVIL,1,C,student_1172@college.edu,CE505,Structural Analysis,13,25,36,74,24,19,79.17,Sports,Arts Event 6,College,5
S1173,Student_1173,M,ECE,1,B,student_1173@college.edu,EC404,Circuit Theory,19,23,38,80,22,19,86.36,Sports,Tech Event 2,College,16
S1174,Student_1174,M,CIVIL,2,B,student_1174@college.edu,CS101,Intro to Programming,11,23,37,71,18,12,66.67,Cultural,Dev Event 5,State,24
S1175,Student_1175,F,ME,1,B,student_1175@college.edu,CE505,Thermodynamics,19,24,33,76,23,19,82.61,Cultural,Sports Event 6,College,17
S1176,Student_1176,M,EEE,3,B,student_1176@college.edu,EC404,Thermodynamics,25,23,47,95,25,20,80.0,Hackathon,Sports Event 2,National,6
S1177,Student_1177,M,ECE,4,C,student_1177@college.edu,EE202,Structural Analysis,16,20,30,66,21,17,80.95,Sports,Dev Event 9,College,28
S1178,Student_1178,M,ME,1,B,student_1178@college.edu,CE505,Intro to Programming,17,24,36,77,21,17,80.95,Hackathon,Sports Event 4,National,11
S1179,Student_1179,M,ME,3,C,student_1179@college.edu,ME303,Thermodynamics,15,18,31,64,20,17,85.0,Sports,Tech Event 3,National,9
S1180,Student_1180,F,ME,4,C,student_1180@college.edu,EC404,Digital Electronics,25,23,48,96,19,13,68.42,Hackathon,Arts Event 10,College,15
S1181,Student_1181,F,ECE,3,B,student_1181@college.edu,CE505,Circuit Theory,11,10,43,64,18,13,72.22,Cultural,Dev Event 10,National,13
S1182,Student_1182,M,ECE,4,C,student_1182@college.edu,CE505,Digital Electronics,17,15,40,72,18,14,77.78,Workshop,Dev Event 1,State,8
